person_age,person_income,person_home_ownership,person_emp_length,cb_person_default_on_file,cb_person_cred_hist_length,age_group,has_prior_default
29,119111,MORTGAGE,14.4,N,3,26-35,0
29,41382,RENT,0.6,N,5,26-35,0
38,89471,MORTGAGE,1.6,N,2,36-45,0
29,124472,MORTGAGE,6.0,N,4,26-35,0
36,24356,RENT,2.0,N,2,36-45,0
30,14658,OWN,3.3,N,4,26-35,0
25,19064,MORTGAGE,0.1,N,5,18-25,0
22,24180,OTHER,0.4,N,4,18-25,0
31,46061,RENT,3.1,N,3,26-35,0
24,67031,MORTGAGE,0.3,N,5,18-25,0
26,19930,RENT,8.1,N,6,26-35,0
22,134217,MORTGAGE,7.5,N,2,18-25,0
27,164475,RENT,0.0,N,3,26-35,0
30,39929,RENT,0.3,N,5,26-35,0
24,18847,RENT,6.1,Y,3,18-25,1
22,92631,MORTGAGE,4.8,N,4,18-25,0
27,53705,MORTGAGE,0.4,N,8,26-35,0
29,26700,RENT,0.9,N,5,26-35,0
26,164700,RENT,1.3,Y,2,26-35,1
38,29547,OWN,3.4,N,9,36-45,0
27,99390,MORTGAGE,1.5,N,4,26-35,0
30,36429,RENT,1.0,N,5,26-35,0
32,90898,RENT,1.4,N,5,26-35,0
29,30811,RENT,2.8,N,4,26-35,0
21,91624,RENT,1.9,N,1,18-25,0
22,30785,MORTGAGE,5.1,N,5,18-25,0
20,149582,RENT,2.2,N,4,18-25,0
19,58764,RENT,0.4,Y,8,18-25,1
28,18472,RENT,0.5,Y,2,26-35,1
34,41293,MORTGAGE,2.4,N,2,26-35,0
31,44516,OWN,6.9,N,4,26-35,0
31,17660,RENT,2.8,N,1,26-35,0
20,103329,RENT,3.1,N,2,18-25,0
29,79596,MORTGAGE,4.2,N,6,26-35,0
30,16263,MORTGAGE,10.9,N,2,26-35,0
37,71698,RENT,2.5,Y,2,36-45,1
29,22415,RENT,1.6,N,8,26-35,0
37,40750,OWN,3.7,N,1,36-45,0
27,31776,RENT,1.4,N,6,26-35,0
29,38387,OWN,1.9,N,8,26-35,0
33,30880,RENT,2.1,N,6,26-35,0
28,105457,RENT,2.2,N,3,26-35,0
18,83338,OTHER,0.6,Y,4,18-25,1
21,66502,MORTGAGE,0.4,N,6,18-25,0
42,31579,OWN,2.1,N,6,36-45,0
27,68912,MORTGAGE,0.3,N,5,26-35,0
31,49032,MORTGAGE,2.4,N,5,26-35,0
20,48302,RENT,11.6,N,8,18-25,0
29,67700,RENT,3.5,N,3,26-35,0
34,57932,MORTGAGE,2.8,N,7,26-35,0
18,127351,MORTGAGE,2.7,N,8,18-25,0
28,83210,MORTGAGE,0.5,N,2,26-35,0
28,117005,RENT,2.5,N,4,26-35,0
28,33327,MORTGAGE,14.7,N,5,26-35,0
39,172784,MORTGAGE,11.8,N,5,36-45,0
25,42560,RENT,2.2,N,1,18-25,0
24,116562,OWN,10.3,N,8,18-25,0
25,80689,OWN,0.3,N,4,18-25,0
41,64664,RENT,0.7,Y,3,36-45,1
27,53888,RENT,0.9,N,7,26-35,0
30,221558,MORTGAGE,0.2,N,1,26-35,0
18,178002,MORTGAGE,3.8,N,8,18-25,0
27,58388,MORTGAGE,3.5,N,5,26-35,0
25,58250,MORTGAGE,3.5,N,5,18-25,0
27,29283,OWN,1.2,N,3,26-35,0
25,24960,RENT,4.3,N,4,18-25,0
19,38893,RENT,0.2,N,6,18-25,0
25,48848,MORTGAGE,1.0,N,1,18-25,0
36,90570,MORTGAGE,11.9,N,5,36-45,0
27,204629,RENT,0.1,N,2,26-35,0
18,11505,RENT,2.8,Y,7,18-25,1
19,21152,RENT,14.1,N,2,18-25,0
28,68684,RENT,6.6,N,7,26-35,0
20,17352,RENT,5.0,Y,4,18-25,1
28,118571,MORTGAGE,12.5,N,6,26-35,0
34,95362,RENT,2.8,Y,3,26-35,1
29,82918,MORTGAGE,2.5,Y,6,26-35,1
21,19074,MORTGAGE,0.8,N,6,18-25,0
28,24118,RENT,5.4,N,4,26-35,0
31,108029,MORTGAGE,7.6,N,7,26-35,0
22,12993,RENT,7.9,N,7,18-25,0
20,62442,RENT,2.2,N,5,18-25,0
26,30622,MORTGAGE,6.3,N,7,26-35,0
36,21090,OWN,12.5,N,6,36-45,0
21,42789,RENT,3.9,N,6,18-25,0
24,332747,MORTGAGE,2.8,N,7,18-25,0
19,62469,MORTGAGE,6.0,Y,6,18-25,1
22,82007,RENT,1.5,N,6,18-25,0
26,40218,RENT,9.8,N,3,26-35,0
26,101494,RENT,7.4,Y,5,26-35,1
18,119341,MORTGAGE,1.1,N,7,18-25,0
25,49104,RENT,0.3,N,5,18-25,0
37,30631,MORTGAGE,2.8,N,7,36-45,0
27,66390,RENT,0.9,N,4,26-35,0
25,92243,RENT,2.7,N,1,18-25,0
23,70837,RENT,8.3,N,3,18-25,0
21,37336,MORTGAGE,0.3,N,5,18-25,0
27,80679,RENT,0.6,N,2,26-35,0
29,41914,OWN,0.8,N,5,26-35,0
37,139045,RENT,7.3,N,4,36-45,0
22,51257,RENT,0.4,N,10,18-25,0
34,16872,RENT,1.5,N,7,26-35,0
34,86888,RENT,0.2,N,9,26-35,0
24,60402,MORTGAGE,5.9,N,8,18-25,0
22,41796,RENT,4.1,N,2,18-25,0
18,47908,MORTGAGE,0.8,N,7,18-25,0
27,20036,MORTGAGE,1.0,N,3,26-35,0
25,26026,MORTGAGE,0.5,N,4,18-25,0
33,32012,MORTGAGE,2.9,N,5,26-35,0
29,81641,RENT,2.8,N,2,26-35,0
18,75011,MORTGAGE,2.8,N,11,18-25,0
26,20026,RENT,2.7,N,7,26-35,0
28,42522,MORTGAGE,5.3,N,6,26-35,0
25,54875,RENT,1.3,N,6,18-25,0
32,89153,RENT,2.8,N,5,26-35,0
23,8546,RENT,5.6,N,1,18-25,0
33,18268,MORTGAGE,1.2,N,7,26-35,0
23,30674,OWN,4.7,N,8,18-25,0
25,8790,RENT,2.9,N,3,18-25,0
38,121018,MORTGAGE,2.8,N,5,36-45,0
19,59103,RENT,2.6,N,7,18-25,0
27,80487,MORTGAGE,0.3,N,1,26-35,0
29,31973,RENT,13.5,N,5,26-35,0
23,59495,OWN,2.5,Y,6,18-25,1
29,58818,OTHER,2.2,N,6,26-35,0
31,37765,MORTGAGE,0.4,Y,7,26-35,1
28,102240,MORTGAGE,2.1,N,5,26-35,0
28,68212,MORTGAGE,5.5,N,5,26-35,0
30,56849,MORTGAGE,0.9,N,6,26-35,0
22,41070,MORTGAGE,4.4,N,4,18-25,0
23,29818,RENT,5.5,N,4,18-25,0
29,50569,MORTGAGE,3.9,N,8,26-35,0
24,66564,MORTGAGE,14.9,N,4,18-25,0
26,46688,RENT,2.3,N,4,26-35,0
18,135854,RENT,1.5,N,5,18-25,0
31,37644,RENT,0.1,Y,4,26-35,1
34,81629,RENT,2.8,Y,7,26-35,1
30,21051,RENT,4.9,N,8,26-35,0
31,32179,RENT,1.5,N,11,26-35,0
32,18191,RENT,1.5,N,4,26-35,0
25,34182,RENT,4.9,N,4,18-25,0
21,119969,RENT,3.5,N,8,18-25,0
30,23086,RENT,2.3,N,8,26-35,0
33,138988,MORTGAGE,0.2,N,4,26-35,0
20,37340,OWN,0.6,Y,6,18-25,1
31,22106,RENT,2.4,N,7,26-35,0
28,46800,MORTGAGE,3.6,N,4,26-35,0
26,44598,OWN,2.0,N,1,26-35,0
25,51675,MORTGAGE,1.1,Y,6,18-25,1
28,18504,MORTGAGE,7.4,N,10,26-35,0
23,46185,RENT,5.1,N,3,18-25,0
45,17002,MORTGAGE,9.3,N,8,36-45,0
19,35585,RENT,10.0,N,5,18-25,0
18,29214,MORTGAGE,4.3,N,5,18-25,0
28,26819,RENT,2.0,N,4,26-35,0
27,82885,MORTGAGE,2.6,N,7,26-35,0
30,127971,RENT,0.3,Y,3,26-35,1
18,60220,MORTGAGE,0.5,N,7,18-25,0
18,24137,OWN,1.2,Y,5,18-25,1
24,43723,MORTGAGE,0.7,N,3,18-25,0
32,112334,MORTGAGE,0.5,N,1,26-35,0
18,78023,RENT,2.4,Y,3,18-25,1
29,249076,MORTGAGE,3.1,N,5,26-35,0
25,18983,MORTGAGE,6.8,N,8,18-25,0
27,24842,MORTGAGE,2.9,N,9,26-35,0
26,86192,OWN,2.6,N,5,26-35,0
26,57479,MORTGAGE,1.6,N,5,26-35,0
26,24163,MORTGAGE,6.5,Y,5,26-35,1
33,29595,MORTGAGE,4.4,N,10,26-35,0
27,55927,RENT,0.8,N,4,26-35,0
33,59499,MORTGAGE,3.0,N,8,26-35,0
24,69825,MORTGAGE,0.7,N,1,18-25,0
33,171638,RENT,4.9,Y,2,26-35,1
25,184795,MORTGAGE,1.5,Y,7,18-25,1
25,23941,MORTGAGE,2.8,N,5,18-25,0
18,74633,OWN,0.1,N,4,18-25,0
21,33692,MORTGAGE,7.8,N,4,18-25,0
22,140099,RENT,2.8,N,2,18-25,0
18,34730,MORTGAGE,0.1,N,7,18-25,0
21,21247,MORTGAGE,0.3,N,3,18-25,0
31,103116,MORTGAGE,6.6,N,4,26-35,0
31,124535,MORTGAGE,6.2,N,4,26-35,0
18,27890,RENT,0.6,N,6,18-25,0
36,100709,MORTGAGE,5.0,N,7,36-45,0
32,23823,RENT,3.2,N,6,26-35,0
39,30788,RENT,5.7,Y,7,36-45,1
33,13014,RENT,1.3,N,6,26-35,0
38,93119,RENT,0.3,N,6,36-45,0
29,63556,RENT,0.6,N,3,26-35,0
22,35824,MORTGAGE,10.9,Y,9,18-25,1
28,38795,MORTGAGE,1.1,N,6,26-35,0
18,55656,RENT,12.3,N,2,18-25,0
26,54484,RENT,2.6,N,6,26-35,0
26,67641,RENT,2.4,N,6,26-35,0
32,23285,RENT,13.9,Y,4,26-35,1
28,76214,MORTGAGE,0.9,N,3,26-35,0
24,51097,RENT,5.0,Y,6,18-25,1
18,17211,MORTGAGE,2.8,N,2,18-25,0
22,186546,RENT,8.1,N,7,18-25,0
25,24624,OWN,0.2,Y,4,18-25,1
22,24668,OWN,5.9,N,9,18-25,0
18,27396,MORTGAGE,2.8,N,4,18-25,0
26,30516,MORTGAGE,3.6,N,5,26-35,0
24,26537,MORTGAGE,7.7,Y,6,18-25,1
24,35261,MORTGAGE,5.3,N,4,18-25,0
27,77432,RENT,12.7,Y,6,26-35,1
24,54702,OWN,7.7,Y,7,18-25,1
33,24813,MORTGAGE,2.2,Y,6,26-35,1
22,74339,MORTGAGE,1.9,N,7,18-25,0
22,114967,RENT,5.7,N,8,18-25,0
22,39139,MORTGAGE,1.4,N,3,18-25,0
28,44305,MORTGAGE,1.8,N,6,26-35,0
27,37120,RENT,7.5,N,4,26-35,0
23,25657,RENT,0.6,N,7,18-25,0
26,10585,OWN,0.1,N,4,26-35,0
29,39372,RENT,12.2,N,3,26-35,0
30,375105,MORTGAGE,1.0,N,3,26-35,0
26,40055,OWN,0.6,N,2,26-35,0
22,21583,RENT,3.6,N,5,18-25,0
22,76105,RENT,9.0,N,3,18-25,0
28,42864,MORTGAGE,2.0,N,3,26-35,0
31,74589,RENT,4.7,N,5,26-35,0
27,64758,MORTGAGE,4.0,N,3,26-35,0
24,41031,MORTGAGE,2.1,N,4,18-25,0
23,53325,MORTGAGE,0.4,N,1,18-25,0
31,142069,MORTGAGE,10.5,N,4,26-35,0
19,44386,RENT,15.4,N,8,18-25,0
24,136338,RENT,3.2,N,5,18-25,0
35,70387,RENT,0.5,N,10,26-35,0
34,92868,MORTGAGE,4.9,N,7,26-35,0
28,80402,MORTGAGE,0.3,N,9,26-35,0
24,40728,RENT,3.6,N,8,18-25,0
25,123711,RENT,2.7,N,2,18-25,0
27,67676,RENT,0.2,Y,5,26-35,1
39,34194,MORTGAGE,0.7,N,5,36-45,0
33,19731,RENT,0.6,N,4,26-35,0
32,84374,RENT,5.0,N,6,26-35,0
26,16442,MORTGAGE,5.8,N,4,26-35,0
24,27452,MORTGAGE,0.4,N,4,18-25,0
25,20560,MORTGAGE,1.7,N,3,18-25,0
32,89503,OWN,0.6,Y,6,26-35,1
36,67971,RENT,9.9,N,4,36-45,0
21,60320,RENT,0.2,Y,5,18-25,1
18,58220,RENT,2.1,N,5,18-25,0
25,54792,MORTGAGE,1.1,Y,6,18-25,1
33,155955,MORTGAGE,11.0,N,6,26-35,0
23,19072,MORTGAGE,8.4,Y,7,18-25,1
29,120143,RENT,1.8,N,8,26-35,0
20,45784,RENT,2.3,N,5,18-25,0
25,165668,MORTGAGE,2.8,N,3,18-25,0
22,70681,RENT,2.0,N,7,18-25,0
26,96071,RENT,3.2,Y,4,26-35,1
28,62520,MORTGAGE,1.9,N,7,26-35,0
31,24634,MORTGAGE,0.4,Y,3,26-35,1
24,51522,MORTGAGE,1.0,N,6,18-25,0
20,51780,RENT,1.2,N,5,18-25,0
18,76084,MORTGAGE,5.9,N,2,18-25,0
33,78782,RENT,0.9,N,5,26-35,0
22,103715,RENT,4.7,N,2,18-25,0
30,74451,RENT,1.5,Y,4,26-35,1
18,46014,MORTGAGE,0.5,N,5,18-25,0
36,26424,MORTGAGE,2.8,N,2,36-45,0
43,83779,MORTGAGE,7.0,N,6,36-45,0
28,21435,MORTGAGE,1.4,N,5,26-35,0
25,66733,MORTGAGE,3.5,N,4,18-25,0
35,101755,MORTGAGE,7.0,N,7,26-35,0
24,66018,RENT,1.2,N,9,18-25,0
27,27364,RENT,2.8,N,7,26-35,0
18,44087,OWN,1.0,N,6,18-25,0
26,50633,MORTGAGE,7.8,N,4,26-35,0
33,48157,RENT,1.6,N,3,26-35,0
24,61672,MORTGAGE,0.8,N,3,18-25,0
24,85339,MORTGAGE,2.8,N,3,18-25,0
24,39657,RENT,2.8,Y,5,18-25,1
38,77620,RENT,2.5,N,2,36-45,0
28,70673,RENT,1.6,Y,7,26-35,1
27,93813,MORTGAGE,2.7,N,8,26-35,0
24,37358,MORTGAGE,9.3,N,2,18-25,0
33,57151,MORTGAGE,4.2,N,8,26-35,0
22,36491,MORTGAGE,2.3,Y,3,18-25,1
34,44410,OTHER,6.7,N,4,26-35,0
26,35412,RENT,0.0,N,2,26-35,0
34,29811,RENT,0.9,N,9,26-35,0
24,137625,OWN,3.1,N,2,18-25,0
31,68895,RENT,4.3,N,4,26-35,0
30,24606,RENT,2.7,N,4,26-35,0
26,44711,RENT,4.2,N,5,26-35,0
35,24934,MORTGAGE,3.8,N,5,26-35,0
34,52060,MORTGAGE,2.8,N,3,26-35,0
23,41593,RENT,0.6,N,3,18-25,0
22,54392,RENT,2.3,N,7,18-25,0
25,13215,OWN,2.3,N,5,18-25,0
25,15491,RENT,1.0,N,3,18-25,0
33,44721,OWN,9.0,N,5,26-35,0
29,84989,RENT,8.5,N,8,26-35,0
21,51751,OWN,1.4,N,3,18-25,0
21,28689,RENT,1.0,N,5,18-25,0
27,26127,MORTGAGE,2.0,N,3,26-35,0
32,117041,MORTGAGE,0.1,N,7,26-35,0
36,25382,RENT,9.1,N,3,36-45,0
28,59212,RENT,0.8,N,7,26-35,0
26,21142,RENT,1.0,N,6,26-35,0
25,40620,RENT,2.4,Y,6,18-25,1
22,88159,RENT,3.4,N,8,18-25,0
26,19108,MORTGAGE,2.3,N,3,26-35,0
24,27840,MORTGAGE,2.8,Y,7,18-25,1
24,104944,MORTGAGE,8.3,N,2,18-25,0
30,125183,MORTGAGE,2.8,N,6,26-35,0
18,107118,MORTGAGE,0.0,N,3,18-25,0
18,64519,RENT,2.6,N,11,18-25,0
21,14267,MORTGAGE,5.3,N,3,18-25,0
31,28423,RENT,4.8,N,5,26-35,0
29,67149,RENT,1.8,Y,8,26-35,1
32,22704,MORTGAGE,4.6,N,2,26-35,0
18,22720,RENT,4.0,Y,8,18-25,1
30,113652,RENT,1.2,N,5,26-35,0
18,25212,MORTGAGE,0.9,N,7,18-25,0
20,150009,RENT,0.3,N,3,18-25,0
19,79174,RENT,2.3,N,6,18-25,0
20,75103,RENT,2.9,N,4,18-25,0
42,49592,RENT,2.8,N,6,36-45,0
30,271612,RENT,2.8,N,5,26-35,0
18,68978,RENT,0.4,N,6,18-25,0
18,39299,RENT,0.3,N,10,18-25,0
27,44309,MORTGAGE,1.4,N,2,26-35,0
28,61845,MORTGAGE,2.9,N,4,26-35,0
23,60216,MORTGAGE,3.8,N,7,18-25,0
37,63202,MORTGAGE,3.3,N,4,36-45,0
21,65876,OWN,13.2,N,8,18-25,0
32,70661,RENT,1.0,Y,7,26-35,1
31,15820,MORTGAGE,2.4,N,7,26-35,0
41,67706,RENT,2.8,N,2,36-45,0
41,110287,RENT,0.9,N,5,36-45,0
31,52318,RENT,1.1,N,10,26-35,0
27,57988,RENT,4.2,Y,3,26-35,1
29,52002,MORTGAGE,7.8,N,6,26-35,0
30,49376,RENT,2.1,N,7,26-35,0
18,70100,MORTGAGE,3.6,N,6,18-25,0
18,50335,RENT,16.3,N,4,18-25,0
32,50005,MORTGAGE,6.0,N,6,26-35,0
35,40387,MORTGAGE,0.5,N,4,26-35,0
35,28604,MORTGAGE,30.2,N,6,26-35,0
25,16495,RENT,4.8,Y,2,18-25,1
28,41846,OWN,0.7,Y,4,26-35,1
24,37177,RENT,1.1,N,3,18-25,0
38,157967,RENT,4.5,N,5,36-45,0
24,70845,MORTGAGE,7.3,Y,6,18-25,1
22,44019,MORTGAGE,2.9,N,7,18-25,0
26,57791,RENT,3.4,N,5,26-35,0
24,56969,MORTGAGE,0.9,N,5,18-25,0
26,91547,MORTGAGE,3.8,N,4,26-35,0
32,35265,RENT,3.5,N,2,26-35,0
27,78053,MORTGAGE,2.3,N,5,26-35,0
23,28334,RENT,0.2,N,5,18-25,0
23,41242,RENT,4.3,N,3,18-25,0
23,24759,MORTGAGE,2.9,N,4,18-25,0
18,19130,RENT,2.7,Y,4,18-25,1
32,202424,RENT,13.4,N,5,26-35,0
30,63210,MORTGAGE,3.4,N,8,26-35,0
36,52356,RENT,10.7,N,8,36-45,0
29,32791,OWN,2.8,N,6,26-35,0
18,102939,MORTGAGE,0.9,N,5,18-25,0
27,61885,RENT,3.3,Y,5,26-35,1
28,43492,RENT,5.5,N,7,26-35,0
31,21350,RENT,5.5,N,7,26-35,0
37,113412,MORTGAGE,0.5,N,5,36-45,0
19,46062,MORTGAGE,0.4,N,5,18-25,0
30,30590,MORTGAGE,0.1,N,5,26-35,0
25,41991,MORTGAGE,4.2,N,3,18-25,0
42,157080,MORTGAGE,2.0,Y,7,36-45,1
32,101524,RENT,6.4,N,5,26-35,0
25,38993,OWN,8.3,N,4,18-25,0
35,315510,RENT,5.9,N,4,26-35,0
25,56282,RENT,2.8,N,2,18-25,0
31,17574,MORTGAGE,2.8,N,6,26-35,0
24,51570,MORTGAGE,0.6,Y,5,18-25,1
27,34461,RENT,3.9,Y,1,26-35,1
34,76186,MORTGAGE,1.7,N,3,26-35,0
24,48502,MORTGAGE,0.3,N,4,18-25,0
18,31133,MORTGAGE,4.4,N,6,18-25,0
22,69934,MORTGAGE,4.1,Y,8,18-25,1
35,17580,RENT,2.8,N,6,26-35,0
36,57520,OTHER,15.9,N,4,36-45,0
22,254723,RENT,0.3,N,3,18-25,0
18,109328,RENT,0.8,N,3,18-25,0
24,21695,RENT,4.9,N,4,18-25,0
32,138396,MORTGAGE,5.8,N,9,26-35,0
25,54096,RENT,1.5,N,3,18-25,0
18,31374,OWN,4.0,N,5,18-25,0
30,51771,RENT,1.6,N,5,26-35,0
33,107161,MORTGAGE,1.6,N,2,26-35,0
36,33998,MORTGAGE,10.5,Y,5,36-45,1
18,17048,MORTGAGE,5.0,N,5,18-25,0
33,26790,MORTGAGE,2.9,N,8,26-35,0
28,51998,RENT,1.0,N,3,26-35,0
23,25237,MORTGAGE,1.5,N,2,18-25,0
18,55033,RENT,9.8,N,4,18-25,0
18,37250,RENT,3.2,N,5,18-25,0
22,21442,MORTGAGE,3.2,N,8,18-25,0
22,70570,RENT,1.8,Y,5,18-25,1
26,68654,RENT,0.5,N,6,26-35,0
35,60951,RENT,2.8,Y,5,26-35,1
26,14082,MORTGAGE,11.4,N,5,26-35,0
18,21408,MORTGAGE,4.4,N,2,18-25,0
20,77842,OWN,1.7,N,5,18-25,0
29,40308,RENT,6.5,N,3,26-35,0
22,82501,MORTGAGE,9.0,N,3,18-25,0
26,25227,OWN,1.4,Y,6,26-35,1
33,23457,MORTGAGE,1.5,N,4,26-35,0
30,33960,MORTGAGE,4.3,N,4,26-35,0
23,48484,RENT,3.0,N,6,18-25,0
21,67128,RENT,2.0,N,4,18-25,0
38,54520,MORTGAGE,0.9,N,3,36-45,0
22,68986,RENT,1.4,N,7,18-25,0
41,69325,RENT,1.3,N,7,36-45,0
36,31271,RENT,0.3,Y,4,36-45,1
26,115852,MORTGAGE,0.3,Y,6,26-35,1
19,32500,RENT,3.0,N,8,18-25,0
27,24702,RENT,5.2,N,5,26-35,0
34,60348,MORTGAGE,1.0,N,2,26-35,0
24,40383,OWN,6.3,N,4,18-25,0
19,120683,OWN,20.9,N,4,18-25,0
23,39024,RENT,6.4,N,4,18-25,0
29,28962,MORTGAGE,1.8,N,5,26-35,0
29,35963,RENT,6.3,N,4,26-35,0
27,59544,OTHER,2.8,N,8,26-35,0
24,62386,RENT,2.8,Y,2,18-25,1
26,23805,RENT,1.7,N,6,26-35,0
24,54591,MORTGAGE,4.4,N,7,18-25,0
27,35715,MORTGAGE,0.2,N,4,26-35,0
28,43602,RENT,7.8,Y,4,26-35,1
25,41286,RENT,4.0,N,5,18-25,0
21,63783,OWN,9.9,Y,5,18-25,1
34,79920,MORTGAGE,4.0,Y,9,26-35,1
28,50299,RENT,5.9,N,5,26-35,0
31,135480,MORTGAGE,4.3,N,6,26-35,0
22,135561,RENT,3.8,N,5,18-25,0
26,70239,OWN,6.8,N,2,26-35,0
22,91029,RENT,1.4,Y,5,18-25,1
35,23397,RENT,0.0,N,4,26-35,0
20,47673,MORTGAGE,2.4,Y,6,18-25,1
20,19119,RENT,3.1,N,3,18-25,0
27,48539,MORTGAGE,3.0,Y,6,26-35,1
19,36457,RENT,0.1,Y,4,18-25,1
35,48774,MORTGAGE,3.4,N,4,26-35,0
18,34933,RENT,2.7,N,4,18-25,0
25,43810,RENT,4.1,N,6,18-25,0
24,66884,MORTGAGE,21.2,Y,2,18-25,1
28,27862,MORTGAGE,1.0,N,4,26-35,0
22,50889,MORTGAGE,0.1,N,4,18-25,0
28,64558,MORTGAGE,15.2,N,4,26-35,0
21,36701,MORTGAGE,2.8,Y,5,18-25,1
20,22600,RENT,1.2,Y,11,18-25,1
25,52118,RENT,15.5,Y,9,18-25,1
26,89355,RENT,0.4,Y,9,26-35,1
25,67183,MORTGAGE,1.5,N,6,18-25,0
24,31245,MORTGAGE,2.1,N,9,18-25,0
35,35192,MORTGAGE,2.3,N,1,26-35,0
28,33820,RENT,2.1,N,1,26-35,0
28,18661,MORTGAGE,1.9,N,3,26-35,0
33,186015,RENT,1.4,N,4,26-35,0
18,57049,OWN,4.2,N,8,18-25,0
39,91040,RENT,9.2,N,1,36-45,0
18,45495,RENT,5.6,N,8,18-25,0
34,19206,OTHER,0.9,N,2,26-35,0
18,78725,RENT,0.1,N,6,18-25,0
26,143327,RENT,2.7,N,6,26-35,0
23,24449,MORTGAGE,5.9,N,4,18-25,0
36,16395,RENT,9.0,N,6,36-45,0
31,57940,MORTGAGE,1.7,N,5,26-35,0
25,210593,RENT,2.5,N,3,18-25,0
30,52163,RENT,0.2,N,7,26-35,0
28,28444,RENT,0.8,N,5,26-35,0
31,124459,OWN,5.4,N,6,26-35,0
25,42882,RENT,1.5,N,10,18-25,0
22,34225,MORTGAGE,2.8,N,9,18-25,0
18,73062,RENT,1.6,Y,3,18-25,1
24,96778,MORTGAGE,0.9,N,8,18-25,0
27,16200,RENT,7.5,N,4,26-35,0
20,69030,MORTGAGE,2.8,N,6,18-25,0
26,23018,OWN,2.2,N,4,26-35,0
33,24550,RENT,7.8,N,3,26-35,0
27,83398,RENT,0.3,N,7,26-35,0
22,42526,MORTGAGE,0.8,Y,3,18-25,1
32,27299,MORTGAGE,0.2,Y,4,26-35,1
28,93493,MORTGAGE,1.4,N,9,26-35,0
28,73795,MORTGAGE,6.3,N,5,26-35,0
24,50502,RENT,3.6,N,7,18-25,0
19,33614,OWN,1.4,N,3,18-25,0
28,33739,MORTGAGE,8.2,N,4,26-35,0
29,16644,RENT,1.7,N,6,26-35,0
22,162869,RENT,0.9,N,4,18-25,0
27,56769,OWN,7.1,N,9,26-35,0
32,23500,RENT,6.5,N,6,26-35,0
20,208221,MORTGAGE,3.2,N,8,18-25,0
29,41713,MORTGAGE,1.3,N,4,26-35,0
26,79892,MORTGAGE,2.3,N,10,26-35,0
32,32918,MORTGAGE,1.4,N,7,26-35,0
33,45297,RENT,0.4,N,4,26-35,0
27,45796,MORTGAGE,0.1,Y,6,26-35,1
26,68851,MORTGAGE,0.9,N,6,26-35,0
25,108085,RENT,4.5,N,3,18-25,0
20,37465,RENT,0.9,Y,3,18-25,1
29,44901,MORTGAGE,8.2,N,8,26-35,0
27,135959,MORTGAGE,4.3,Y,4,26-35,1
22,68714,MORTGAGE,0.6,N,7,18-25,0
18,47197,RENT,6.4,N,5,18-25,0
30,102165,RENT,3.6,N,6,26-35,0
24,40711,RENT,6.9,N,4,18-25,0
31,35436,RENT,1.7,Y,11,26-35,1
18,60081,RENT,6.4,N,4,18-25,0
27,52441,RENT,3.8,N,4,26-35,0
26,36308,MORTGAGE,2.8,N,7,26-35,0
25,61719,RENT,8.1,N,5,18-25,0
36,16244,RENT,5.4,N,6,36-45,0
27,33860,MORTGAGE,0.2,N,6,26-35,0
18,18703,MORTGAGE,1.2,N,5,18-25,0
24,21637,MORTGAGE,2.5,Y,5,18-25,1
18,15419,RENT,1.1,N,9,18-25,0
35,44363,RENT,3.8,N,3,26-35,0
28,33002,RENT,0.1,Y,5,26-35,1
26,63359,MORTGAGE,4.9,N,3,26-35,0
18,66202,MORTGAGE,0.0,N,7,18-25,0
28,119959,MORTGAGE,13.5,Y,1,26-35,1
33,29192,RENT,2.4,N,8,26-35,0
30,56859,RENT,3.0,Y,5,26-35,1
30,40373,OWN,0.1,N,6,26-35,0
35,63650,RENT,7.6,Y,3,26-35,1
36,58393,RENT,6.5,N,3,36-45,0
27,38993,MORTGAGE,0.9,N,4,26-35,0
30,46728,RENT,0.3,Y,3,26-35,1
37,18235,RENT,1.5,N,1,36-45,0
20,70384,RENT,0.2,N,7,18-25,0
29,12721,MORTGAGE,0.3,N,5,26-35,0
20,67797,MORTGAGE,0.4,N,9,18-25,0
24,18373,RENT,2.1,N,3,18-25,0
35,80908,RENT,9.3,N,2,26-35,0
21,66849,OWN,0.3,N,2,18-25,0
33,31822,MORTGAGE,5.7,N,3,26-35,0
23,12591,RENT,0.0,N,4,18-25,0
33,65454,RENT,4.7,N,8,26-35,0
35,17961,RENT,2.7,N,2,26-35,0
21,89631,RENT,0.9,Y,8,18-25,1
30,18942,RENT,8.3,N,5,26-35,0
33,17475,RENT,3.7,N,1,26-35,0
24,39129,MORTGAGE,9.3,N,6,18-25,0
30,17284,OWN,5.0,N,3,26-35,0
19,41424,OWN,0.8,N,9,18-25,0
40,14147,MORTGAGE,1.2,N,8,36-45,0
22,57476,MORTGAGE,4.6,N,6,18-25,0
25,27222,RENT,3.0,N,5,18-25,0
26,201869,RENT,4.2,N,6,26-35,0
27,53411,RENT,4.5,N,5,26-35,0
29,58479,RENT,2.0,N,4,26-35,0
29,50858,RENT,12.0,N,6,26-35,0
20,13908,RENT,2.8,N,6,18-25,0
19,56784,RENT,4.4,N,5,18-25,0
37,10319,OWN,0.4,Y,2,36-45,1
33,219193,MORTGAGE,2.0,N,7,26-35,0
19,12887,MORTGAGE,11.9,Y,7,18-25,1
29,18340,RENT,1.4,N,5,26-35,0
